,Source Article,Authors,Referenced Article,Venue,Year
44,3351095.3372858,Christina Passariello,Tech Firms Borrow Football Play to Increase Hiring of Women,(September 2016). https://www.wsj.com/articles/ tech-firms-borrow-football-play-to-increase-hiring-of-women-1474963562,2016
45,3351095.3372858,"B. Keith Payne, Heidi A. Vuletich, and Jazmin L. Brown-Iannuzzi",Historical roots of implicit bias in slavery,"Proceedings of the National Academy of Sciences 116, 24 (2019), 11693–11698. https://doi.org/10.1073/pnas.1818816116 arXiv:https://www.pnas.org/content/116/24/11693.full.pdf",2019
46,3351095.3372858,"Melody S Sadler, Joshua Correll, Bernadette Park, and Charles M Judd",The world is not black and white: Racial bias in the decision to shoot in a multiethnic context,"Journal of Social Issues 68, 2 (2012), 286–313",2012
47,3351095.3372858,"Piotr Sapiezynski, Wesley Zeng, Ronald E. Robertson, Alan Mislove, and Christo Wilson",Quantifying the Impact of User Attention on Fair Group Representation in Ranked Lists,CoRR abs/1901.10437 (2019),2019
48,3351095.3372858,Deepa Seetharaman,Facebook Is Testing the ‘Rooney Rule’ Approach to Hiring,The Wall Street Journal (June 2015). https://blogs.wsj.com/digits/2015/ 06/17/facebook-testing-rooney-rule-approach-to-hiring/,2015
49,3351095.3372858,Ashudeep Singh and Thorsten Joachims,Fairness of Exposure in Rankings,"In KDD. ACM, 2219–2228",2018
50,3351095.3372858,Eric Luis Uhlmann and Geoffrey L Cohen,Constructed criteria: Redefining merit to justify discrimination,"Psychological Science 16, 6 (2005), 474–480",2005
51,3351095.3372858,"Linda Van den Bergh, Eddie Denessen, Lisette Hornstra, Marinus Voeten, and Rob W Holland",The implicit prejudiced attitudes of teachers: Relations to teacher expectations and the ethnic achievement gap,"American Educational Research Journal 47, 2 (2010), 497–527",2010
52,3351095.3372858,Joseph Walker,Meet the New Boss: Big Data,https://www.wsj.com/ articles/SB10000872396390443890304578006252019616768,2012
53,3351095.3372858,Gregory M Walton and Steven J Spencer,Latent ability: Grades and test scores systematically underestimate the intellectual ability of negatively stereotyped students,"Psychological Science 20, 9 (2009), 1132–1139",2009
54,3351095.3372858,"Yining Wang, Liwei Wang, Yuanzhi Li, Di He, Wei Chen, and Tie-Yan Liu",A theoretical analysis of NDCG ranking measures,"In Proceedings of the 26th annual conference on learning theory (COLT 2013), Vol. 8. 6",2013
55,3351095.3372858,Christine Wenneras and Agnes Wold,Nepotism and sexism in peer-review,"Women, sience and technology: A reader in feminist science studies (2001), 46–52",2001
56,3351095.3372858,Bernard E Whitley Jr and Mary E Kite,Psychology of prejudice and discrimination,Routledge,2016
57,3351095.3372858,Joan C Williams,Double jeopardy? An empirical study with implications for the debates over implicit bias and intersectionality,"Harvard Journal of Law & FAT* ’20, January 27–30, 2020, Barcelona, Spain L. Elisa Celis, Anay Mehrotra, and Nisheeth K. Vishnoi Gender 37 (2014), 185",2014
58,3351095.3372858,Rachel Williams,Why girls in India are still missing out on the education they need,https://www.theguardian.com/education/2013/mar/11/ indian-children-education-opportunities,2013
59,3351095.3372858,Kathleen Woodhouse,Implicit Bias – Is It Really? http://bit,do/e5iFn,2017
60,3351095.3372858,Ke Yang and Julia Stoyanovich,Measuring Fairness in Ranked Outputs,"In Proceedings of the 29th International Conference on Scientific and Statistical Database Management, Chicago, IL, USA, June 27-29, 2017. ACM, 22:1–22:6. https: //doi.org/10.1145/3085504.3085526",2017
61,3351095.3372858,"Meike Zehlike, Francesco Bonchi, Carlos Castillo, Sara Hajian, Mohamed Megahed, and Ricardo A. Baeza-Yates",FA*IR: A Fair Top-k Ranking Algorithm,"In CIKM. ACM, 1569–1578",2017
62,3351095.3372858,"Colin A Zestcott, Irene V Blair, and Jeff Stone","Examining the presence, consequences, and reduction of implicit bias in health care: A narrative review","Group Processes & Intergroup Relations 19, 4 (2016), 528–542",2016
0,3351095.3372832,Sanne F. Akkerman and Arthur Bakker,Boundary Crossing and Boundary Objects,"Review of Educational Research 81, 2 (2011), 132–169. https://doi.org/10. 3102/0034654311404435",2011
1,3351095.3372832,"Paul Anderson, James Bowring, Renée McCauley, George Pothering, and Christopher Starr",An Undergraduate Degree in Data Science: Curriculum and a Decade of Implementation Experience,"In Proceedings of the 45th ACM Technical Symposium on Computer Science Education (SIGCSE ’14). ACM, New York, NY, USA, 145–150. https://doi.org/10.1145/2538862.2538936",2014
2,3351095.3372832,"J. Bates, P. Andrews, and E. Nunn",Learning with Data Scientists: reflections on teaching critical data studies to postgraduate Data Science students,In Proceedings of the 2nd Data Power Conference 2017. https://carleton.ca/datapower/wpcontent/uploads/DataPower2017_Program_FINAL-2-1.pdf,2017
3,3351095.3372832,Ben Baumer,A Data Science Course for Undergraduates: Thinking With Data,"The American Statistician 69, 4 (2015), 334–342. https://doi.org/10.1080/ 00031305.2015.1081105",2015
4,3351095.3372832,"H. Chang, F. W. Ngunjiri, and K. C. Henandez",Collaborative Autoethnography,"Taylor and Francis, Oxon",2013
5,3351095.3372832,"Y. Demchenko, T. Wiktorski, and A. Belloum",EDISON Data Science Framework: Part 3,"Data Science Model Curriculum (MC-DS) Release 2. Retrieved August 1st, 2019 from https://zenodo.org/communities/edison-edsf/?page=1& size=20",2017
6,3351095.3372832,"Lina Dencik, Arne Hintz, and Jonathan Cable",Towards data justice? The ambiguity of anti-surveillance resistance in political activism,"Big Data & Society 3, 2 (2016), 2053951716679678. https://doi.org/10.1177/2053951716679678",2016
7,3351095.3372832,C. D’Ignazio and L. Klein,Data feminism (community review site),"MIT Press. Retrieved August 1st, 2019 from https://bookbook.pubpub.org/datafeminism",2019
8,3351095.3372832,Richard D. De Veaux et al,Curriculum Guidelines for Undergraduate Programs in Data Science,"Annual Review of Statistics and Its Application 4, 1 (2017), 15–30. https://doi.org/10.1146/annurev-statistics-060116-053930",2017
9,3351095.3372832,ACMData Science Task Force,Computing Competencies for Undergraduate Data Science Curricula,Retrieved August 1st 2019 from http://www.cs.williams. edu/~andrea/DSReportInitialFull.pdf,2019
10,3351095.3372832,Business Higher Education Forum,Competency Map for the Data Science and Analytics-Enabled Graduate,"Retrieved August 1st, 2019 from https://s3.goeshow.com/dream/DataSummit/Data%20Summit%202018/ BHEF_2016_DSA_competency_map_1.pdf",2016
11,3351095.3372832,Kelly W. Guyotte and Nicola W. Sochacka,Is This Research? Productive Tensions in Living the (Collaborative) Autoethnographic Process,"International Journal of Qualitative Methods 15, 1 (2016), 1609406916631758. https://doi.org/ 10.1177/1609406916631758",2016
12,3351095.3372832,Helen Kennedy and Jo Bates,Data Power in Material Contexts: Introduction,"Television & New Media 18, 8 (2017), 701–705. https://doi.org/10.1177/ Journal of Engineering Education 43, 6 (2018), 842–859. https://doi.org/10.1080/ 03043797.2018.1442417",2017
13,3351095.3372832,K. Leetaru,Computer Science Could Learn A Lot From Library And Information Science,"Retrieved August 1st, 2019 from https://www.forbes.com/sites/kalevleetaru/2019/08/05/computer-sciencecould-learn-a-lot-from-library-and-information-science/#8f2ed02587d7",2019
14,3351095.3372832,Sabina Leonelli,Locating ethics in data science: responsibility and accountability in global and distributed knowledge production systems,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences 374, 2083 (2016). https://doi.org/doi:10.1098/rsta.2016.0122",2016
15,3351095.3372832,Miles MacLeod,What makes interdisciplinarity difficult? Some consequences of domain specificity in interdisciplinary practice,"Synthese 195, 2 (01 Feb 2018), 697–720. https://doi.org/10.1007/s11229-016-1236-4",2018
16,3351095.3372832,Engineering National Academies of Sciences and Medicine,Data Science for Undergraduates: Opportunities and Options: 2018,"The National Academies Press, Washington, DC. https://doi.org/10.17226/25104",2018
17,3351095.3372832,"G. Neff, B. Fiore-Gartland, and L. Osburn",Critique and Contribute: A Practice-Based Framework for Improving Critical Data Studies and Data Science,"Big Data 5, 2 (2017), 85–97. https://doi.org/10.1089/big.2016.0050",2017
18,3351095.3372832,S. U. Noble,Algorithms of oppression: How search engines reinforce racism,"New York University Press, New York",2018
19,3351095.3372832,"Virginia Ortiz-Repiso, Jane Greenberg, and Javier Calzada-Prado",A crossinstitutional analysis of data-related curricula in information science programmes: A focused look at the iSchools,"Journal of Information Science 44, 6 (2018), 768–784. https://doi.org/10.1177/0165551517748149",2018
20,3351095.3372832,Luci Pangrazio,Exploring provocation as a research method in the social sciences,"International Journal of Social Research Methodology 20, 2 (2017), 225– 236. https://doi.org/10.1080/13645579.2016.1161346",2017
21,3351095.3372832,David Pedersen,Integrating social sciences and humanities in interdisciplinary research,"Palgrave Communications 2 (07 2016), 16036. https: //doi.org/10.1057/palcomms.2016.36",2016
22,3351095.3372832,Gery W. Ryan and H. Russell Bernard,Techniques to Identify Themes,"Field Methods 15, 1 (2003), 85–109. https://doi.org/10.1177/1525822X02239569",2003
23,3351095.3372832,"Nicola W. Sochacka, Kelly. W. Guyotte, and Joachim Walther",Learning Together: A Collaborative Autoethnographic Exploration of STEAM (STEM + the Arts) Education,"Journal of Engineering Education 105, 1 (2016), 15–42. https://doi.org/10.1002/jee.20112",2016
24,3351095.3372832,Il-Yeol Song and Yongjun Zhu,"Big data and data science: what should we teach? Expert Systems 33, 4 (2016), 364–373",https://doi.org/10.1111/exsy.12130,2016
25,3351095.3372832,Il-Yeol Song and Yongjun Zhu,Big Data and Data Science: Opportunities and Challenges of iSchools,"Journal of Data and Information Science 2, 3 (2017), 1–18. https://doi.org/doi:10.1515/jdis-2017-0011",2017
26,3351095.3372832,Linnet Taylor,What is data justice? The case for connecting digital rights and freedoms globally,"Big Data & Society 4, 2 (2017), 2053951717736335. https: //doi.org/10.1177/2053951717736335",2017
27,3351095.3372832,Linnet Taylor and Nadezhda Purtova,"What is responsible and sustainable data science? Big Data & Society 6, 2 (2019), 2053951719858114",https://doi.org/ 10.1177/2053951719858114,2019
28,3351095.3372832,Brendan Tierney,Type I and Type II Data Scientists,"Retrieved August 1st, 2019 from https://oralytics.com/2013/03/22/type-i-and-type-ii-data-scientists/",2013
29,3351095.3372832,Michael Tomlinson,Student perceptions of themselves as ‘consumers’ of higher education,"British Journal of Sociology of Education 38, 4 (2017), 450–467. https://doi.org/10.1080/01425692.2015.1113856",2017
30,3351095.3372832,Coleen R. Wilder and Ceyhun O. Ozgur,Business Analytics Curriculum for Undergraduate Majors,"INFORMS Trans. Edu. 15, 2 (Jan. 2015), 180–187. https://doi.org/10.1287/ited.2014.0134",2015
0,3351095.3372826,J. Khadijah Abdurahman,Fat* be wilin’,,2019
1,3351095.3372826,Syed Mustafa Ali,A brief introduction to decolonial computing,"XRDS: Crossroads, The ACM Magazine for Students, 22(4):16–21",2016
2,3351095.3372826,"Walter R Allen, Susan A Suh, Gloria González, and Joshua Yang",Qui bono? explaining–or defending–winners and losers in the competition for educational achievement,"In Tukufu Zuberi and Eduardo Bonilla-Silva, editors, White logic, white methods : racism and methodology, chapter 13, pages 217–237. Rowman & Littlefield Publishers",2008
3,3351095.3372826,Elizabeth Anderson,"Toward a non-ideal, relational methodology for political philosophy: Comments on schwartzman’s ""challenging liberalism""","Hypatia, 24(4):130–145",2009
4,3351095.3372826,McKane Andrus and Thomas K Gilbert,Towards a just theory of measurement: A principled social measurement assurance program for machine learning,"In Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society, pages 445–451. ACM",2019
5,3351095.3372826,Julia Angwin and Jeff Larson,Propublica responds to company’s critique of machine bias story,"ProPublica, 29",2016
6,3351095.3372826,"Julia Angwin, Jeff Larson, Surya Mattu, and Lauren Kirchner",Machine bias,ProPublica,2016
7,3351095.3372826,"Stanley R. Bailey, Mara Loveman, and Jeronimo O. Muniz","Measures of ""race"" and the analysis of racial inequality in brazil","Social Science Research, 42(1):106 – 119",2013
8,3351095.3372826,"Chelsea Barabas, Karthik Dinakar, Joichi Ito, Madars Virza, and Jonathan Zittrain",Interventions over predictions: Reframing the ethical debate for actuarial risk assessment,arXiv preprint arXiv:1712.08238,2017
9,3351095.3372826,Jan Baren-Nawrocka,The bioinformatics of genetic origins: how identities become embedded in the tools and practices of bioinformatics,"Life Sciences, Society and Policy, 9:7, 09 2013",2013
10,3351095.3372826,Ruha Benjamin,Race After Technology: Abolitionist Tools for the New Jim Code,John Wiley & Sons,2019
11,3351095.3372826,Sebastian Benthall and Bruce D. Haynes,Racial categories in machine learning,"In Proceedings of the Conference on Fairness, Accountability, and Transparency, FAT* ’19",2019
12,3351095.3372826,Marianne Bertrand and Sendhil Mullainathan,Are Emily and Greg More Employable Than Lakisha and Jamal? A Field Experiment on Labor Market Discrimination,"American Economic Review, 94(4):991–1013, September 2004",2004
13,3351095.3372826,Catherine Bliss,Racial taxonomy in genomics,"Social Science & Medicine, 73(7):1019 – 1027",2011
14,3351095.3372826,"Deborah A Bolnick, Duana Fullwiley, Troy Duster, Richard S Cooper, Joan H Fujimura, Jonathan Kahn, Jay S Kaufman, Jonathan Marks, Ann Morning, Alondra Nelson, et al",The science and business of genetic ancestry testing,"Science, 318(5849):399–400",2007
15,3351095.3372826,Eduardo Bonilla-Silva and Tukufu Zuberi,Toward a definition of white logic and white methods,"In Tukufu Zuberi and Eduardo Bonilla-Silva, editors, White logic, white methods: racism and methodology, chapter 1, pages 3–27. Rowman & Littlefield Publishers",2008
16,3351095.3372826,Geoffrey C. Bowker and Susan Leigh Star,Sorting Things Out,"MIT Press, 2000",2011
17,3351095.3372826,"Jenifer Bratter and Bridget K Gorman. Does multiracial matter? a study of racial disparities in self-rated health. Demography,",":127–52, 02 2011",,48
18,3351095.3372826,"Lundy Braun, Anne Fausto-Sterling, Duana Fullwiley, Evelynn Hammonds, Alondra Nelson, William Quivers, Susan Reverby, and Alexandra E Shields","Racial categories in medical practice: How useful are they? PLoS medicine, 4:e271, 10 2007",,2007
19,3351095.3372826,Andre Brock,Life on the wire: Deconstructing race on the internet,"Information, Communication & Society, 12(3):344–363, 2009",2009
20,3351095.3372826,Simone Browne,Dark matters: On the surveillance of blackness,"Duke University Press, 2015",2015
21,3351095.3372826,Joy Buolamwini and Timnit Gebru,Gender shades: Intersectional accuracy disparities in commercial gender classification,"In FAT*, pages 77–91, 2018",2018
22,3351095.3372826,Alexandra Chouldechova,Fair prediction with disparate impact: A study of bias in recidivism prediction instruments,"Big Data, 5 2:153–163, 2017",2017
23,3351095.3372826,Wendy Hui Kyong Chun,"Introduction: Race and/as Technology; or, How to Do Things to Race","Camera Obscura: Feminism, Culture, and Media Studies, 24(1 (70)):7–35, 05 2009",2009
24,3351095.3372826,Patricia Hill Collins,"Fighting words: Black women and the search for justice, volume 7","U of Minnesota Press, 1998",1998
25,3351095.3372826,Sam Corbett-Davies and Sharad Goel,The measure and mismeasure of fairness: A critical review of fair machine learning,"In arXiv:1808.00023, 2018",2018
26,3351095.3372826,Matthew Desmond and Mustafa Emirbayer,"What is racial domination? Du Bois Review: Social Science Research on Race, 6(2):335–355, 2009",,2009
27,3351095.3372826,"William Dieterich, Christina Mendoza, and Tim Brennan",COMPAS risk scales: Demonstrating accuracy equity and predictive parity,"Northpoint Inc, 2016",2016
28,3351095.3372826,"Denise J. Drevdahl, Debby A. Philips, and Janette Y. Taylor",Uncontested categories: the use of race and ethnicity variables in nursing research,"Nursing Inquiry, 13(1):52–63, 2006",2006
29,3351095.3372826,Troy Duster,Race and reification in science,"Science, 307(5712):1050–1051, 2005",2005
30,3351095.3372826,Dave Elder-Vass,Towards a realist social constructionism,"Sociologia, problemas e práticas, (70):9–24, 2012",2012
31,3351095.3372826,"Diana Elliott, Rob Santos, Steven Martin, and Charmaine Runes",Assessing miscounts in the 2020 census,,2019
32,3351095.3372826,"Michael Feldman, Sorelle A. Friedler, John Moeller, Carlos Scheidegger, and Suresh Venkatasubramanian",Certifying and removing disparate impact,"In Proceedings of the 21th ACMSIGKDD International Conference on Knowledge Discovery and Data Mining, KDD ’15, pages 259–268, New York, NY, USA, 2015. ACM",2015
33,3351095.3372826,Chandra Ford and Nina Harawa,A new conceptualization of ethnicity for social epidemiologic and health equity research,"Social science & Medicine, 71:251–8, 07 2010",2010
34,3351095.3372826,Chandra L. Ford,"Public health critical race praxis: An introduction, an intervention, and three points for consideration","Wisconsin Law Review, 3:477–491, 01 2016",2016
35,3351095.3372826,Chandra L. Ford and Collins Airhihenbuwa,"Critical race theory, race equity, and public health: Toward antiracism praxis","American Journal of Public Health, 100 Suppl 1:S30–5, 02 2010",2010
36,3351095.3372826,Morris W. Foster and Richard R Sharp,"Race, ethnicity, and genomics: social classifications as proxies of biological heterogeneity","Genome research, 12 6:844–50, 2002",2002
37,3351095.3372826,Michel Foucault,The order of things,"Routledge, 2005",2005
38,3351095.3372826,Marion Fourcade and Kieran Healy,Seeing like a market,"Socio-Economic Review, 15(1):9–29, 2016",2016
39,3351095.3372826,"Joan H Fujimura, Deborah A Bolnick, Ramya Rajagopalan, Jay S Kaufman, Richard C Lewontin, Troy Duster, Pilar Ossorio, and Jonathan Marks",Clines without classes: How to make sense of human variation,"Sociological Theory, 32(3):208–227, 2014",2014
40,3351095.3372826,Mindy Fullilove,"Comment: Abandoning ""race"" as a variable in public health research - an idea whose time has come","American Journal of Public Health, 88:1297–8, 10 1998",1998
41,3351095.3372826,Duana Fullwiley,The molecularization of race: Institutionalizing human difference in pharmacogenetics practice,"Science as Culture, 16(1):1–30, 2007",2008
42,3351095.3372826,"Duana Fullwiley. The biologistical construction of race. Social studies of science,",":695–735, 11 2008",,38
43,3351095.3372826,Jennifer Garcìa and Mienah Sharif,Black lives matter: A commentary on racism and public health,"American Journal of Public Health, 105:e1–e4, 06 2015",2015
44,3351095.3372826,Gilbert Gee and Devon Payne-Sturges,Environmental health disparities: A framework integrating psychosocial and environmental concepts,"Environmental health perspectives, 112:1645–53, 01 2005",2005
45,3351095.3372826,"Laura E. Gomez and Nancy Lopez, editors",Mapping Race: Critical Approaches to Health Disparities Research,"New Brunswick, NJ, Rutgers University Press, 2013",2013
46,3351095.3372826,Ben Green and Lily Hu,The myth in the methodology: Towards a recontextualization of fairness in machine learning,In ICML 2018,2018
47,3351095.3372826,Ian Hacking,"The social construction of what? Harvard university press, 1999",,1999
48,3351095.3372826,Nina T Harawa and C. Lawrence Ford,The foundation of modern racial categories and implications for research on black/white disparities in health,"Ethnicity & Disease, 19 2:209–17, 2009",2009
49,3351095.3372826,"Moritz Hardt, Eric Price, and Nathan Srebro",Equality of opportunity in supervised learning,"In Proceedings of the 30th International Conference on Neural Information Processing Systems, NIPS’16, pages 3323–3331, USA, 2016. Curran Associates Inc",2016
50,3351095.3372826,"Alana Helberg-Proctor, Anja Krumeich, Agnes Meershoek, and Klasien Horstman",The multiplicity and situationality of enacting ’ethnicity’ in dutch health research articles,"BioSocieties, 12 2017",2017
51,3351095.3372826,Michael Herzfeld,The social production of indifference,"University of Chicago Press, 1993",1993
52,3351095.3372826,Anna Lauren Hoffmann,"Where fairness fails: data, algorithms, and the limits of antidiscrimination discourse","Information, Communication & Society, 22(7):900–915, 2019",2019
53,3351095.3372826,Paul W. Holland. Statistics and causal inference,"Journal of the American Statistical Association, 81(396):945–960, 1986",,1986
54,3351095.3372826,Paul W. Holland,Causation and race,"In Tukufu Zuberi and Eduardo BonillaSilva, editors, White logic, white methods : racism and methodology, chapter 5, pages 93–109. Rowman & Littlefield Publishers, 2008",2008
55,3351095.3372826,Junia Howell and Michael Emerson,"So what ""should"" we use? evaluating the impact of five racial measures on markers of social inequality","Sociology of Race and Ethnicity, 3:14–30, 5 2017",2017
56,3351095.3372826,Abigail Z. Jacobs and Hanna Wallach,Measurement and fairness,,2019
57,3351095.3372826,Angela James,Making sense of race and racial classification,"In Tukufu Zuberi and Eduardo Bonilla-Silva, editors, White logic, white methods : racism and methodology, chapter 2, pages 31–45. Rowman & Littlefield Publishers, 2008",2008
58,3351095.3372826,Jonathan Kahn,Misreading race and genomics after bidil,"Nature genetics, 37:655–6, 08 2005",2005
59,3351095.3372826,Judith B. Kaplan and Trude Bennett,Use of Race and Ethnicity in Biomedical Publication,"JAMA, 289(20):2709–2716, 2003",2003
60,3351095.3372826,Jay Kaufman and Richard Cooper,Commentary: Considerations for use of racial/ethnic classification in etiologic research,"American journal of epidemiology, 154:291–8, 09 2001",2001
61,3351095.3372826,Jay S Kaufman,How inconsistencies in racial classification demystify the race construct in public health statistics,"Epidemiology, 10 2:101–3, 1999",1999
62,3351095.3372826,Shannon Kelly and Yashwant Pathak,"Race and Ethnicity: Understanding Difference in the Genome Era, pages 71–87",07 2018,2018
63,3351095.3372826,Ibram X Kendi,Stamped from the beginning: The definitive history of racist ideas in America,"Random House, 2017",2017
64,3351095.3372826,"Akil Kokayi Khalfani, Tukufu Zuberi, Sulaiman Bah, and Pali J Lehohla",Race and population statistics in south africa,"In Tukufu Zuberi and Eduardo BonillaSilva, editors, White logic, white methods: racism and methodology, chapter 4, pages 63–92. Rowman & Littlefield Publishers, 2008",2008
65,3351095.3372826,"Jon M. Kleinberg, Sendhil Mullainathan, and Manish Raghavan",Inherent tradeoffs in the fair determination of risk scores,"In ITCS, 2017",2017
66,3351095.3372826,Issa Kohler-Hausmann,EddieMurphy and the Dangers of Counterfactual Causal Thinking About Detecting Racial Discrimination,"Northwestern University Law Review, 113(5), 2019",2019
67,3351095.3372826,Gloria Ladson-Billings and William F Tate IV,Toward a critical race theory of education,"Teachers College Record, 97:47–68, 1995",1995
68,3351095.3372826,"Jeff Larson, Surya Mattu, Lauren Kirchner, and Julia Angwin",How we analyzed the compas recidivism algorithm,"ProPublica, 9, 2016",2016
69,3351095.3372826,Catherine Lee,"""race"" and ""ethnicity"" in biomedical research: How do scientists construct and explain differences in health? Social Science & Medicine, 68(6):1183 – 1190, 2009",,2009
70,3351095.3372826,S Lin and J Kelsey,"Use of race and ethnicity in epidemiologic research: Concepts, methodological issues, and suggestions for research","Epidemiologic reviews, 22:187–202, 02 2000",2000
71,3351095.3372826,Adam Liptak,Supreme court leaves census question on citizenship in doubt,"The New York Times, 2019",2019
72,3351095.3372826,Ian Haney López,White by law: The legal construction of race,"NYU Press, 2006",2006
73,3351095.3372826,"Mara Loveman, Jeronimo Muniz, and Stanley R. Bailey","Brazil in black and white? race categories, the census, and the study of inequality","Ethnic and Racial Studies, 35, 08 2012",2012
74,3351095.3372826,Neda Maghbouleh,The Limits of Whiteness: Iranian Americans and the Everyday Politics of Race,"Stanford University Press, 2017",2017
75,3351095.3372826,Douglas S Massey and Nancy A Denton,American apartheid: Segregation and the making of the underclass,"Harvard University Press, 1993",1993
76,3351095.3372826,"Vickie Mays, Ninez Ponce, Donna Washington, and Susan Cochran",Classification of race and ethnicity: Implications for public health,"Annual Review of Public Health, 24:83–110, 02 2003",2003
77,3351095.3372826,Amade M’charek,Beyond fact or fiction: On the materiality of race in practice,"Cultural Anthropology, 28:420–442, 07 2013",2013
78,3351095.3372826,Katherine McKittrick,Demonic Grounds: Black Women and the Cartographies of Struggle,"University of Minnesota Press, ned - new edition edition, 2006",2006
79,3351095.3372826,Charles W Mills,The racial contract,"Cornell University Press, 1997",1997
80,3351095.3372826,"Margaret Mitchell, Simone Wu, Andrew Zaldivar, Parker Barnes, Lucy Vasserman, Ben Hutchinson, Elena Spitzer, Inioluwa Deborah Raji, and Timnit Gebru",Model cards for model reporting,"In FAT, 2019",2019
81,3351095.3372826,Ellis P Monk Jr,"The cost of color: Skin color, discrimination, and health among african-americans","American Journal of Sociology, 121(2):396–444, 2015",2015
82,3351095.3372826,Edward Morris,Researching race: Identifying a social construction through qualitative methods and an interactionist perspective,"Symbolic Interaction, 30:409–425, 08 2007",2007
83,3351095.3372826,Karama C. Neal,Use and Misuse of ’Race’ in Biomedical Research,"Online Journal of Health Ethics, 5(1), 2008",2008
84,3351095.3372826,Safiya Umoja Noble,Algorithms of oppression: How search engines reinforce racism,"nyu Press, 2018",2018
85,3351095.3372826,Michael Omi and Howard Winant,Racial formation in the United States,"Routledge, 2014",2014
86,3351095.3372826,Michael A Omi,The changing meaning of race,"America becoming: Racial trends and their consequences, 1:243–263, 2001",2001
87,3351095.3372826,"Peggy Pascoe. Miscegenation law, court cases, and ideologies of ""race"" in twentieth-century america. The Journal of American History,","(1):44–69, 1996",,83
88,3351095.3372826,Andrew M Penner and Aliya Saperstein,Disentangling the effects of racial self-identification and classification by others: the case of arrest,"Demography, 52(3):1017–1024, 2015",2015
89,3351095.3372826,"Elizabeth Phillips, Adebola Odunlami, and Vence Bonham",Mixed race: Understanding difference in the genome era,"Social forces; a scientific medium of social study and interpretation, 86:795–820, 01 2008",2008
90,3351095.3372826,Ramya Rajagopalan and Joan H Fujimura,"Making history via dna, making dna from history","Genetics and the unsettled past: The collision of DNA, race, and history, page 143, 2012",2012
91,3351095.3372826,Inioluwa Deborah Raji and Joy Buolamwini,Actionable auditing: Investigating the impact of publicly naming biased performance results of commercial ai products,"In AIES, 2019",2019
92,3351095.3372826,Victor Ray,A theory of racialized organizations,"American Sociological Review, 84(1):26–53, 2019",2019
93,3351095.3372826,"Rashida Richardson, Jason Schultz, and Kate Crawford","Dirty data, bad predictions: How civil rights violations impact police data, predictive policing systems, and justice","New York University Law Review, 2019",2019
94,3351095.3372826,Wendy D Roth,The multiple dimensions of race,"Ethnic and Racial Studies, 39(8):1310–1338, 2016",2016
95,3351095.3372826,Wendy D. Roth,Methodological pitfalls of measuring race: international comparisons and repurposing of statistical categories,"Ethnic and Racial Studies, 40(13):2347–2353, 2017",2017
96,3351095.3372826,"Wendy D Roth. Unsettled identities amid settled classifications? toward a sociology of racial appraisals. Ethnic and Racial Studies,","(6):1093–1112, 2018",,41
97,3351095.3372826,Wendy D. Roth and Biorn Ivemark,Genetic options: The impact of genetic ancestry testing on consumers’ racial and ethnic identities,"American Journal of Sociology, 124(1):150–184, 2018",2018
98,3351095.3372826,Jacob S Rugh and Douglas S Massey,Racial segregation and the american foreclosure crisis,"American sociological review, 75(5):629–651, 2010",2013
99,3351095.3372826,"Phia Salter and Glenn Adams. Toward a critical race psychology. Social and Personality Psychology Compass,",", 11 2013",,7
100,3351095.3372826,"Gary D. Sandefur, Mary E. Campbell, and Jennifer Eggerling-Boeck",Racial and ethnic disparities in health and mortality among the u,"s. elderly population. In Anderson NB, Bulatao RA, and Cohen B, editors, Critical Perspectives on Racial and Ethnic Differences in Health in Late Life, pages 53–94. Washington, DC: The National Academies Press, 2004",2004
101,3351095.3372826,Aliya Saperstein,Double-checking the race box: Examining inconsistency between survey measures of observed and self-reported race,"Social Forces, 85(1):57–74, 2006",2006
102,3351095.3372826,Aliya Saperstein,"Capturing complexity in the united states: which aspects of race matter and when? Ethnic and Racial Studies, 35(8):1484–1502, 2012",,2012
103,3351095.3372826,"Aliya Saperstein, Jessica M Kizer, and Andrew M Penner",Making the most of multiple measures: Disentangling the effects of different dimensions of race in survey research,"American Behavioral Scientist, 60(4):519–537, 2016",2016
104,3351095.3372826,Aliya Saperstein and Andrew M Penner,Racial fluidity and inequality in the united states,"American Journal of Sociology, 118(3):676–727, 2012",2012
105,3351095.3372826,James C Scott,Seeing like a state: How certain schemes to improve the human condition have failed,"Yale University Press, 1998",1998
106,3351095.3372826,James C Scott,Against the grain: a deep history of the earliest states,"Yale University Press, 2017",2017
107,3351095.3372826,"Andrew D. Selbst, danah boyd, Sorelle A. Friedler, Suresh Venkatasubramanian, and Janet Vertesi",Fairness and abstraction in sociotechnical systems,"In Proceedings of the Conference on Fairness, Accountability, and Transparency, FAT* ’19, pages 59–68, New York, NY, USA, 2019. ACM",2019
108,3351095.3372826,Maya Sen and Omar Wasow,Race as a bundle of sticks: Designs that estimate effects of seemingly immutable characteristics,"Annual Review of Political Science, 19:499–522, 05 2016",2016
109,3351095.3372826,Abigail A. Sewell,The racism-race reification process: A mesolevel political economic framework for understanding racial health disparities,"Sociology of Race and Ethnicity, 2(4):402–432, 2016",2016
