,Source Article,Authors,Referenced Article,Venue,Year
0,3287560.3287574,"Philip Adler, Casey Falk, Sorelle A. Friedler, Gabriel Rybeck, Carlos Scheidegger, Brandon Smith, and Suresh Venkatasubramanian",Auditing Black-box Models by Obscuring Features,"arXiv:1602.07043 [cs, stat] (22 2 2016). http://arxiv.org/abs/1602. 07043 arXiv: 1602.07043. Charles Antaki and Ivan Leudar. 1992. Explaining in conversation: Towards an argument model. European Journal of Social Psychology 22, 2 (1992), 181–194. David Baehrens, Timon Schroeter, Stefan Harmeling, Motoaki Kawanabe, Katja Hansen, and Klaus-Robert Müller. 2010. How to explain individual classification decisions. Journal of Machine Learning Research 11, Jun (2010), 1803 – 1831. Solon Barocas and Andrew D. Selbst. 2016. Big data’s disparate impact. California Law Review 104, 3 (2016). https://doi.org/10. 15779/Z38BG31 Osbert Bastani, Carolyn Kim, and Hamsa Bastani. 2017. Interpretability via Model Extraction. arXiv:1706.09773 [cs, stat] (29 6 2017). http://arxiv.org/abs/1706.09773 arXiv: 1706.09773. They further suggest that a satisfactory answer to the first question will also provide an answer to the second for explainees with sufficient expertise. Bettina Berendt and Sören Preibusch. 2017. Toward Accountable Discrimination-Aware Data Mining: The Importance of Keeping the Human in the Loop and Under the Looking Glass. Big Data 5, 2 (1 6 2017), 135–152. https://doi.org/10.1089/big.2016.0055 Reuben Binns. 2017. Algorithmic Accountability and Public Reason. Philosophy & Technology (24 5 2017), 1–14. https://doi.org/10. 1007/s13347-017-0263-5 Or Biran and Kathleen McKeown. 2014. Justification narratives for individual classifications. In Proceedings of the AutoML workshop at ICML, Vol. 2014. B. Bodo, N. Helberger, K. Irion, F. Zuiderveen Borgesius, J. Moller, B. van de Velde, N. Bol, B. van Es, and C. de Vreese. 2017. Tackling the algorithmic control crisis-the technical, legal, and ethical challenges of research into algorithmic agents. Yale JL & Tech. 19 (2017), 133. George EP Box. 1979. Robustness in the strategy of scientific model building. In Robustness in statistics. Elsevier, 201–236. Jenna Burrell. 2016. How the Machine ’Thinks:’ Understanding Opacity in Machine Learning Algorithms. Big Data & Society (2016). https://doi.org/10.1177/2053951715622512 R. Caruana, H. Kangarloo, J. D. Dionisio, U. Sinha, and D. Johnson. 1999. Case-based explanation of non-case-based learning methods. Proceedings of the AMIA Symposium (1999), 212–215. PMID: 10566351 PMCID: PMC2232607. Junxiang Chen, Yale Chang, Brian Hobbs, Peter Castaldi, Michael Cho, Edwin Silverman, and Jennifer Dy. 2016. Interpretable Clustering via Discriminative Rectangle Mixture Model. Data Mining (ICDM), 2016 IEEE 16th International Conference on, 823 – 828. http://ieeexplore.ieee.org/abstract/document/7837910/ [Online; accessed 2017-10-16]. Danielle Keats Citron and Frank Pasquale. 2014. The scored society: due process for automated predictions. Wash. L. Rev. 89 (2014), 1. Mark Craven and Jude W. Shavlik. 1996. Extracting tree-structured representations of trained networks. Advances in neural information processing systems, 24 – 30. http://papers.nips.cc/paper/ 1152-extracting-tree-structured-representations-of-trained-networks. pdf [Online; accessed 2017-10-16]. Anupam Datta, Shayak Sen, and Yair Zick. 2016. Algorithmic Transparency via Quantitative Input Influence: Theory and Experiments with Learning Systems. IEEE, 598–617. https://doi.org/10. 1109/SP.2016.42 [Online; accessed 2016-09-12]. Finale Doshi-Velez, Mason Kortz, Ryan Budish, Chris Bavitz, Sam Gershman, David O’Brien, Stuart Schieber, James Waldo, David Weinberger, and Alexandra Wood. 2017. Accountability of AI under the law: The role of explanation. arXiv preprint arXiv:1711.01134 (2017). Simant Dube. 2018. High Dimensional Spaces, Deep Learning and Adversarial Examples. arXiv preprint arXiv:1801.00634 (2018). Ruth C. Fong and Andrea Vedaldi. 2017. Interpretable explanations of black boxes by meaningful perturbation. arXiv preprint arXiv:1704.03296 (2017). John Fox, David Glasspool, Dan Grecu, Sanjay Modgil, Matthew South, and Vivek Patkar. 2007. Argumentation-based inference and decision making–A medical perspective. IEEE intelligent systems 22, 6 (2007). Roman Frigg. 2006. Scientific Representation and the Semantic View of Theories. Theoria 55 (2006), 37–53. Ian J. Goodfellow, Jonathon Shlens, and Christian Szegedy. 2014. Explaining and harnessing adversarial examples. arXiv preprint arXiv:1412.6572 (2014). Shirley Gregor and Izak Benbasat. 1999. Explanations from intelligent systems: Theoretical foundations and implications for practice. MIS quarterly (1999), 497–530. J. Habermas. 1984. The Theory of Communicative Action: Volume 1: Reason and the Rationalization of Society. Beacon, Boston. William Herfel, Wladiyslaw Krajewski, Ilkka Niiniluoto, and Wojcicki (Eds.). 1995. Theories and Models in Scientific Process. Rodopi, Amsterdam. Mary B. Hesse. 1965. Models and analogies in science. (1965). Germund Hesslow. 1988. The problem of causal selection. Contemporary science and natural explanation: Commonsense conceptions of causality (1988), 11–32. Mireille Hildebrandt and Bert-Jaap Koops. 2010. The Challenges of Ambient Law and Legal Protection in the Profiling Era. The Modern Law Review 73, 3 (May 2010), 428–460. https://doi.org/ 10.1111/j.1468-2230.2010.00806.x Denis J. Hilton. 1990. Conversational processes and causal explanation. Psychological Bulletin 107, 1 (1990), 65. Denis J. Hilton. 1996. Mental models and causal explanation: Judgements of probable cause and explanatory relevance. Thinking & Reasoning 2, 4 (1996), 273–308. Denis J. Hilton and Ben R. Slugoski. 1986. Knowledge-based causal attribution: The abnormal conditions focus model. Psychological review 93, 1 (1986), 75. Ujwal Kayande, Arnaud De Bruyn, Gary L. Lilien, Arvind Rangaswamy, and Gerrit H. Van Bruggen. 2009. How incorporating feedback mechanisms in a DSS affects DSS evaluations. Information Systems Research 20, 4 (2009), 527–546. Been Kim, Cynthia Rudin, and Julie A. Shah. 2014. The bayesian case model: A generative approach for case-based reasoning and prototype classification. Advances in Neural Information Processing Systems, 1952–1960. Pauline T. Kim. 2016. Data-driven discrimination at work. Wm. & Mary L. Rev. 58 (2016), 857. Boris Kment. 2006. Counterfactuals and explanation. Mind 115, 458 (2006), 261–310. Joshua A. Kroll, Solon Barocas, Edward W. Felten, Joel R. Reidenberg, David G. Robinson, and Harlan Yu. 2016. Accountable algorithms. U. Pa. L. Rev. 165 (2016), 633. Todd Kulesza, Margaret Burnett, Weng-Keen Wong, and Simone Stumpf. 2015. Principles of ExplanatoryDebugging to Personalize Interactive Machine Learning. ACM Press, 126–137. https://doi. org/10.1145/2678025.2701399 [Online; accessed 2018-05-06]. Himabindu Lakkaraju, Ece Kamar, Rich Caruana, and Jure Leskovec. 2017. Interpretable & Explorable Approximations of Black Box Models. arXiv:1707.01154 [cs] (4 7 2017). http://arxiv.org/abs/ 1707.01154 arXiv: 1707.01154. Bruno Lepri, Nuria Oliver, Emmanuel Letouzé, Alex Pentland, and Patrick Vinck. 2017. Fair, Transparent, and Accountable Algorithmic Decision-making Processes: The Premise, the Proposed Solutions, and the Open Challenges. Philosophy & Technology (15 8 2017). https://doi.org/10.1007/s13347-017-0279-x [Online; accessed 2017-08-25]. David Lewis. 1973. Counterfactuals. Blackwell, Oxford. Brian Y. Lim and Anind K. Dey. 2009. Assessing demand for intelligibility in context-aware applications. In Proceedings of the 11th international conference on Ubiquitous computing - Ubicomp ’09. ACM Press, Orlando, Florida, USA, 195. https://doi.org/10.1145/ 1620545.1620576 Peter Lipton. 1990. Contrastive explanation. Royal Institute of Philosophy Supplements 27 (1990), 247–266. Zachary C. Lipton. 2016. The Mythos of Model Interpretability. arXiv:1606.03490 [cs, stat] (10 6 2016). http://arxiv.org/abs/1606. 03490 arXiv: 1606.03490. Paulo JG Lisboa. 2013. Interpretability in Machine Learning – Principles and Practice. In Fuzzy Logic and Applications. Springer, 15 – 21. http://link.springer.com/chapter/10.1007/978-3-319-03200-9_ 2 [Online; accessed 2015-12-19]. Tania Lombrozo. 2009. Explanation and categorization: How “why?” informs “what?”. Cognition 110, 2 (2009), 248–253. Scott M Lundberg and Su-In Lee. 2017. A unified approach to interpretingmodel predictions. InAdvances in Neural Information Processing Systems. 4765–4774. Alessandro Mantelero. 2016. Personal data for decisional purposes in the age of analytics: From an individual to a collective dimension of data protection. Computer law & security review 32, 2 (2016), 238–255. David Martens, Bart Baesens, Tony Van Gestel, and Jan Vanthienen. 2007. Comprehensible credit scoringmodels using rule extraction from support vector machines. European journal of operational research 183, 3 (2007), 1466–1476. David Martens and Foster Provost. 2013. Explaining data-driven document classifications. (2013). https://papers.ssrn.com/sol3/ papers.cfm?abstract_id=2282998 [Online; accessed 2017-09-22]. Julian McAuley and Jure Leskovec. 2013. Hidden factors and hidden topics: understanding rating dimensions with review text. ACM Press, 165–172. https://doi.org/10.1145/2507157.2507163 [Online; accessed 2017-09-24]. John L. McClure, Robbie M. Sutton, and Denis J. Hilton. 2003. The Role of Goal-Based Explanations. Social judgments: Implicit and explicit processes 5 (2003). Tim Miller. 2017. Explanation in artificial intelligence: Insights from the social sciences. arXiv preprint arXiv:1706.07269 (2017). Tim Miller, Piers Howe, and Liz Sonenberg. 2017. Explainable AI: Beware of Inmates Running the Asylum Or: How I Learnt to Stop Worrying and Love the Social and Behavioural Sciences. arXiv:1712.00547 [cs] (1 12 2017). http://arxiv.org/abs/1712.00547 arXiv: 1712.00547. Brent Mittelstadt. 2016. Automation, Algorithms, and Politics| Auditing for Transparency in Content Personalization Systems. International Journal of Communication 10 (2016), 12. Grégoire Montavon, Wojciech Samek, and Klaus-Robert Müller. 2017. Methods for interpreting and understanding deep neural networks. Digital Signal Processing (2017). Helen Nissenbaum. 1996. Accountability in a computerized society. Science and engineering ethics 2, 1 (1996), 25–42. S. C. Olhede and P. J. Wolfe. 2018. The growing ubiquity of algorithms in society: implications, impacts and innovations. Phil. Trans. R. Soc. A 376, 2128 (Sept. 2018), 20170364. https: //doi.org/10.1098/rsta.2017.0364 Frank Pasquale. 2015. The black box society: The secret algorithms that control money and information. Harvard University Press. Brett Poulin, Roman Eisner, Duane Szafron, Paul Lu, Russ Greiner, D S Wishart, Alona Fyshe, Brandon Pearcy, Cam MacDonell, and John Anvik. 2006. Visual Explanation of Evidence in Additive Classifiers. (2006), 8. Bob Rehder. 2003. A causal-model theory of conceptual representation and categorization. Journal of Experimental Psychology: Learning, Memory, and Cognition 29, 6 (2003), 1141. Bob Rehder. 2006. When similarity and causality compete in category-based property generalization. Memory & Cognition 34, 1 (2006), 3–16. Marco Tulio Ribeiro, Sameer Singh, and Carlos Guestrin. 2016. ""Why Should I Trust You?"": Explaining the Predictions of Any Classifier. In Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining. ACM Press, 1135–1144. https://doi.org/10.1145/2939672.2939778 [Online; accessed 201709-24]. David-Hillel Ruben. 2004. Explaining explanation. Routledge. Wojciech Samek, Thomas Wiegand, and Klaus-Robert Müller. 2017. Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models. arXiv preprint arXiv:1708.08296 (2017). https://arxiv.org/abs/1708.08296 [Online; accessed 2017-09-22]. Jana Samland and Michael R. Waldmann. 2014. Do Social Norms Influence Causal Inferences? Proceedings of the Annual Meeting of the Cognitive Science Society 36. Ivan Sanchez, Tim Rocktaschel, Sebastian Riedel, and Sameer Singh. 2015. Towards extracting faithful and descriptive representations of latent variable models. AAAI Spring Syposium on Knowledge Representation and Reasoning (KRR): Integrating Symbolic and Neural Approaches (2015). http://www.aaai.org/ocs/index.php/ SSS/SSS15/paper/viewFile/10304/10033 [Online; accessed 201710-16]. Christian Sandvig, Kevin Hamilton, Karrie Karahalios, and Cedric Langbort. 2014. Auditing algorithms: Research methods for detecting discrimination on internet platforms. Data and discrimination: converting critical concerns into productive inquiry (2014), 1–23. Andrew D. Selbst and Solon Barocas. 2018. The intuitive appeal of explainable machines. (2018). Ramprasaath R. Selvaraju, Michael Cogswell, Abhishek Das, Ramakrishna Vedantam, Devi Parikh, and Dhruv Batra. 2016. Grad-CAM: Visual Explanations from Deep Networks via Gradient-based Localization. See https://arxiv. org/abs/1610.02391 v3 (2016). https://pdfs.semanticscholar.org/ 5582/bebed97947a41e3ddd9bd1f284b73f1648c2.pdf [Online; accessed 2017-10-16]. Avanti Shrikumar, Peyton Greenside, and Anshul Kundaje. 2017. Learning important features through propagating activation differences. CoRR. Avanti Shrikumar, Peyton Greenside, and Anna Shcherbina. 2016. Not just a black box: Learning important features through propagating activation differences. CoRR. Karen Simonyan, Andrea Vedaldi, and Andrew Zisserman. 2013. Deep inside convolutional networks: Visualising image classification models and saliency maps. arXiv preprint arXiv:1312.6034 (2013). https://arxiv.org/abs/1312.6034 [Online; accessed 201709-24]. Ben R. Slugoski, Mansur Lalljee, Roger Lamb, and Gerald P. Ginsburg. 1993. Attribution in conversational context: Effect of mutual knowledge on explanation–giving. European Journal of Social Psychology 23, 3 (1993), 219–238. Paolo Tamagnini, Josua Krause, Aritra Dasgupta, and Enrico Bertini. 2017. Interpreting Black-Box Classifiers Using Instance-Level Visual Explanations. ACM Press, 1–6. https://doi.org/10.1145/ 3077257.3077260 [Online; accessed 2017-09-22]. Michael Veale and Lilian Edwards. 2018. Clarity, surprises, and further questions in the Article 29 Working Party draft guidance on automated decision-making and profiling. Computer Law & Security Review 34, 2 (2018), 398–404. SandraWachter, Brent Mittelstadt, and Chris Russell. 2018. Counterfactual Explanations without Opening the Black Box: Automated Decisions and the GDPR. Harvard Journal of Law & Technology forthcoming (2018). Douglas Walton. 2004. A new dialectical theory of explanation. Philosophical Explorations 7, 1 (2004), 71–89. Douglas Walton. 2007. Dialogical Models of Explanation. ExaCt 2007 (2007), 1–9. Fulton Wang and Cynthia Rudin. 2015. Falling rule lists. Artificial Intelligence and Statistics, 1013–1022. Adrian Weller. 2017. Challenges for Transparency. arXiv:1708.01870 [cs] (29 7 2017). http://arxiv.org/abs/1708.01870 arXiv: 1708.01870. Jim Woodward. 1997. Explanation, Invariance, and Intervention. Philosophy of Science 64 (1997), S26–S41. https://www.jstor.org/ stable/188387 James Woodward and E. Zalta. 2003. Scientific explanation. Petri Ylikoski. 2013. Causal and constitutive explanation compared. Erkenntnis 78, 2 (2013), 277–297. Tal Z. Zarsky. 2013. Transparent predictions. U. Ill. L. Rev. (2013), 1503. Jiaming Zeng, Berk Ustun, and Cynthia Rudin. 2017. Interpretable classification models for recidivism prediction. Journal of the Royal Statistical Society: Series A (Statistics in Society) 180, 3 (2017), 689 – 722",2016
0,3287560.3287588,"Aws Albarghouthi, Loris D’Antoni, and Samuel Drews",Repairing decisionmaking programs under uncertainty,"In International Conference on Computer Aided Verification. Springer, 181–200",2017
1,3287560.3287588,"Aws Albarghouthi, Loris D’Antoni, Samuel Drews, and Aditya V Nori",FairSquare: probabilistic verification of program fairness,"Proceedings of the ACM on Programming Languages 1, OOPSLA (2017), 80",2017
2,3287560.3287588,"Osbert Bastani, Yani Ioannou, Leonidas Lampropoulos, Dimitrios Vytiniotis, Aditya Nori, and Antonio Criminisi",Measuring neural net robustness with constraints,In Advances in neural information processing systems. 2613–2621,2016
3,3287560.3287588,Toon Calders and Sicco Verwer,Three naive Bayes approaches for discrimination-free classification,"Data Mining and Knowledge Discovery 21, 2 (2010), 277–292",2010
4,3287560.3287588,Michael R Clarkson and Fred B Schneider,Hyperproperties,"Journal of Computer Security 18, 6 (2010), 1157–1210",2010
5,3287560.3287588,"AnupamDatta, Matt Fredrikson, Gihyuk Ko, Piotr Mardziel, and Shayak Sen",Proxy non-discrimination in data-driven systems,arXiv preprint arXiv:1707.08120 (2017),2017
6,3287560.3287588,"Anupam Datta, Matthew Fredrikson, Gihyuk Ko, Piotr Mardziel, and Shayak Sen",Use privacy in data-driven systems: Theory and experiments with machine learnt programs,"In Proceedings of the 2017 ACM SIGSAC Conference on Computer and Communications Security. ACM, 1193–1210",2017
7,3287560.3287588,"Anupam Datta, Shayak Sen, and Yair Zick",Algorithmic Transparency via Quantitative Input Influence,In Proceedings of 37th IEEE Symposium on Security and Privacy,2016
8,3287560.3287588,"Cynthia Dwork, Moritz Hardt, Toniann Pitassi, Omer Reingold, and Richard S. Zemel",Fairness through awareness,"In Innovations in Theoretical Computer Science 2012, Cambridge, MA, USA, January 8-10, 2012. 214–226. https://doi.org/ 10.1145/2090236.2090255",2012
9,3287560.3287588,"Cynthia Dwork, Nicole Immorlica, Adam Tauman Kalai, and Mark DM Leiserson",Decoupled classifiers for group-fair and efficient machine learning,"In Conference on Fairness, Accountability and Transparency. 119–133",2018
10,3287560.3287588,"Michael Feldman, Sorelle A. Friedler, John Moeller, Carlos Scheidegger, and Suresh Venkatasubramanian",Certifying and Removing Disparate Impact,"In Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Sydney, NSW, Australia, August 10-13, 2015. 259–268. https://doi.org/10.1145/2783258.2783311",2015
11,3287560.3287588,"Sainyam Galhotra, Yuriy Brun, and Alexandra Meliou",Fairness testing: testing software for discrimination,"In Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering. ACM, 498–510",2017
12,3287560.3287588,"Moritz Hardt, Eric Price, and Nathan Srebro",Equality of Opportunity in Supervised Learning,"CoRR abs/1610.02413 (2016). http://arxiv.org/abs/1610. variables. Journal of the American statistical association 58, 301 (1963), 13–30",2016
13,3287560.3287588,Faisal Kamiran and Toon Calders,Classifying without discriminating,"In Computer, Control and Communication, 2009. IC4 2009. 2nd International Conference on. IEEE, 1–6",2009
14,3287560.3287588,"Niki Kilbertus, Mateo Rojas Carulla, Giambattista Parascandolo, Moritz Hardt, Dominik Janzing, and Bernhard Schölkopf",Avoiding discrimination through causal reasoning,In Advances in Neural Information Processing Systems. 656–666,2017
15,3287560.3287588,"Matt J Kusner, Joshua Loftus, Chris Russell, and Ricardo Silva",Counterfactual fairness,In Advances in Neural Information Processing Systems. 4066–4076,2017
16,3287560.3287588,"Insup Lee, Oleg Sokolsky, et al",RT-MaC: Runtime monitoring and checking of quantitative and probabilistic properties,"Departmental Papers (CIS) (2005), 179",2005
17,3287560.3287588,"Insup Lee, Oleg Sokolsky, John Regehr, et al",Statistical runtime checking of probabilistic properties,"In International Workshop on Runtime Verification. Springer, 164–175",2007
18,3287560.3287588,"Lydia T. Liu, Sarah Dean, Esther Rolf, Max Simchowitz, and Moritz Hardt",Delayed Impact of Fair Machine Learning,"In Proceedings of the 35th International Conference on Machine Learning, ICML 2018, Stockholmsmässan, Stockholm, Sweden, July 10-15, 2018. 3156–3164. http://proceedings.mlr.press/v80/liu18c.html",2018
19,3287560.3287588,"Adam Paszke, Sam Gross, Soumith Chintala, Gregory Chanan, Edward Yang, Zachary DeVito, Zeming Lin, Alban Desmaison, Luca Antiga, and Adam Lerer",Automatic differentiation in PyTorch,(2017),2017
20,3287560.3287588,"Adrian Sampson, Pavel Panchekha, Todd Mytkowicz, Kathryn S McKinley, Dan Grossman, and Luis Ceze",Expressing and verifying probabilistic assertions,"In ACM SIGPLAN Notices, Vol. 49. ACM, 112–122",2014
21,3287560.3287588,"F. TramÃĺr, V. Atlidakis, R. Geambasu, D. Hsu, J. Hubaux, M. Humbert, A. Juels, and H. Lin",FairTest: Discovering Unwarranted Associations in Data-Driven Applications,In 2017 IEEE European Symposium on Security and Privacy (EuroS P). 401–416. https://doi.org/10.1109/EuroSP.2017.29,2017
22,3287560.3287588,"Matei Zaharia, Mosharaf Chowdhury, Michael J. Franklin, Scott Shenker, and Ion Stoica",Spark: Cluster Computing with Working Sets,"In Proceedings of the 2Nd USENIX Conference on Hot Topics in Cloud Computing (HotCloud’10). USENIX Association, Berkeley, CA, USA, 10–10. http://dl.acm.org/citation.cfm? id=1863103.1863113",2010
23,3287560.3287588,"Richard S. Zemel, Yu Wu, Kevin Swersky, Toniann Pitassi, and Cynthia Dwork",Learning Fair Representations,"In Proceedings of the 30th International Conference on Machine Learning, ICML 2013, Atlanta, GA, USA, 16-21 June 2013. 325–333. http://jmlr.org/proceedings/papers/v28/zemel13.html",2013
0,3287560.3287594,Arthur P Baines and Marsha J Courchane,-11,Fair Lending: Implications for the Indirect Auto Finance Market. https://www.crai.com/sites/default/files/publi cations/Fair-Lending-Implications-for-the-Indirect-Auto-Finance-Market.pdf,2014
1,3287560.3287594,Solon Barocas and Andrew Selbst,Big Data’s Disparate Impact,"California Law Review 104, 1 (2016), 671–729. https://doi.org/10.15779/Z38BG31",2016
2,3287560.3287594,"Richard Berk, Hoda Heidari, Shahin Jabbari, Michael Kearns, and Aaron Roth",Fairness in Criminal Justice Risk Assessments: The State of the Art,"Sociological Methods & Research (2018), 1–42. https://doi.org/10.1177/0049124118782533 arXiv:1703.09207",2018
3,3287560.3287594,"P. J. Bickel, E. A. Hammel, and J. W. O’Connell",Sex Bias in Graduate Admissions: Data from Berkeley,"Science 187, 4175 (1975), 398–404. https: //doi.org/10.1126/science.187.4175.398",1975
4,3287560.3287594,Toon Calders and Sicco Verwer,Three naive Bayes approaches for discrimination-free classification,"Data Mining and Knowledge Discovery 21, 2 (2010), 277–292. https://doi.org/10.1007/s10618-010-0190-x",2010
5,3287560.3287594,Jiahao Chen,Fair Lending Needs Explainable Models for Responsible Recommendation,In Proceedings of the 2nd FATREC Workshop on Responsible Recommendation (FATREC’18). ACM. arXiv:1808.04684,2018
6,3287560.3287594,Alexandra Chouldechova,Fair prediction with disparate impact: A study of bias in recidivism prediction instruments,"Big Data 5, 2 (2017). https://doi.or g/10.1089/big.2016.0047 arXiv:1703.00056",2017
7,3287560.3287594,Committee on Financial Services,-11,Unsafe at Any Bureaucracy: CFPB Junk Science and Indirect Auto Lending. https://financialservices.house.gov/upl oadedfiles/11-24-15_cfpb_indirect_auto_staff_report.pdf,2015
8,3287560.3287594,Committee on Financial Services,-01,"Unsafe at Any Bureaucracy, Part II: How the Bureau of Consumer Financial Protection Removed Anti-fraud Safeguards to Achieve Political Goals. https://financialservices.house.gov/uploadedf iles/cfpb_indirect_auto_part_ii.pdf",2016
9,3287560.3287594,Committee on Financial Services,-01,"Unsafe at Any Bureaucracy, Part III: The CFPB’s Vitiated Legal Case Against Auto-Lenders. https://financialservices .house.gov/uploadedfiles/1-18-17_cfpb_indirect_auto_staff_report_iii.pdf",2017
10,3287560.3287594,Consumer Financial Protection Bureau,-12,CFPB and DOJ Order Ally to Pay $80 Million to Consumers Harmed by Discriminatory Auto Loan Pricing. https: //www.consumerfinance.gov/about-us/newsroom/cfpb-and-doj-order-ally-topay-80-million-to-consumers-harmed-by-discriminatory-auto-loan-pricing/,2013
11,3287560.3287594,Consumer Financial Protection Bureau,Using publicly available information to proxy for unidentified race and ethnicity: a methodology and assessment,https://www.consumerfinance.gov/data-research/research-reports/usingpublicly-available-information-to-proxy-for-unidentified-race-and-ethnicity/,2014
12,3287560.3287594,Consumer Financial Protection Bureau,-05,Statement of the Bureau of Consumer Financial Protection on enactment of S.J. Res. 57. https://www.consumerfinance.gov/about-us/newsroom/statement-bureauconsumer-financial-protection-enactment-sj-res-57/,2018
13,3287560.3287594,Delores A Conway and Harry V Roberts,"Reverse Regression, Fairness, and Employment Discrimination","Journal of Business & Economic Statistics 1, 1 (1983), 75–85. https://doi.org/10.1080/07350015.1983.10509326",1983
14,3287560.3287594,Division of Consumer and Community Affairs,-07,12 CFR Supplement I to Part 202 - Official Staff Interpretations. https://www.law.cornell.edu/cfr/text/12/ appendix-Supplement_I_to_part_202,2011
15,3287560.3287594,Julia Dressel and Hany Farid,"The accuracy, fairness, and limits of predicting recidivism","Science Advances 4, 1 (2018), eaao5580. https://doi.org/10.1126/scia dv.aao5580",2018
16,3287560.3287594,"Cynthia Dwork, Moritz Hardt, Toniann Pitassi, Omer Reingold, and Richard Zemel",Fairness through awareness,"In Proceedings of the 3rd Innovations in Theoretical Computer Science Conference. ACM, 214–226. https://doi.org/10.1145/ 2090236.2090255",2012
17,3287560.3287594,"Marc N. Elliott, Allen Fremont, Peter AMorrison, Philip Pantoja, and Nicole Lurie",A new method for estimating race/ethnicity and associated disparities where administrative records lack self-reported race/ethnicity,"Health Services Research 43, 5p1 (2008), 1722–1736. https://doi.org/10.1111/j.1475-6773.2008. 00854.x",2008
18,3287560.3287594,"Marc N. Elliott, Peter A. Morrison, Allen Fremont, Daniel F. McCaffrey, Philip Pantoja, and Nicole Lurie",-04,"Using the Census Bureau’s surname list to improve estimates of race/ethnicity and associated disparities. Health Services and Outcomes Research Methodology 9, 2 (2009-04), 69–83. https://doi.org/10. 1007/s10742-009-0047-1",2009
19,3287560.3287594,William H. Greene,Reverse regression: The algebra of discrimination,"Journal of Business and Economic Statistics 2, 2 (1984), 117–120. https://doi.org/ 10.1080/07350015.1984.10509378",1984
20,3287560.3287594,"Moritz Hardt, Eric Price, and Nathan Srebro",Equality of opportunity in supervised learning,In Advances in Neural Information Processing Systems. 3315–3323. arXiv:1610.02413,2016
21,3287560.3287594,"Toshihiro Kamishima, Shotaro Akaho, Hideki Asoh, and Jun Sakuma",Fairness-Aware Classifier with Prejudice Remover Regularizer,"InMachine Learning and Knowledge Discovery in Databases, Peter A Flach, Tijl De Bie, and Nello Cristianini (Eds.). Springer Berlin Heidelberg, Berlin, Heidelberg, 35–50. https://doi.org/10.1007/978-3-642-33486-3_3",2012
22,3287560.3287594,"Niki Kilbertus, Adrià Gascón, Matt J Kusner, Michael Veale, Krishna P Gummadi, and Adrian Weller","Blind Justice: Fairness with Encrypted Sensitive Attributes, In Proceedings of the 35th International Conference onMachine Learning","Proceedings of Machine Learning Research 80, 2630–2639. arXiv:1806.03281",2018
23,3287560.3287594,James Rufus Koren,-08,Feds use Rand formula to spot discrimination. The GOP calls it junk science. Los Angeles Times (2016-08). http://www.latimes.com/ business/la-fi-rand-elliott-20160824-snap-story.html,2016
24,3287560.3287594,"Zachary C Lipton, Alexandra Chouldechova, and Julian McAuley",Does mitigating ML’s impact disparity require treatment disparity? (2017),arXiv:1711.07076,2017
25,3287560.3287594,"Cecilia Munoz, Megan Smith, and DJ Patil","Big Data: A Report on Algorithmic Systems, Opportunity, and Civil Rights",Technical Report May. https://www.whitehouse.gov/sites/default/files/microsites/ostp/2016_ 0504_data_discrimination.pdf,2016
26,3287560.3287594,Edward Hugh Simpson,The Interpretation of Interaction in Contingency Tables,"Journal of the Royal Statistical Society Series B 13, 2 (1951), 238–241. http://www.jstor.org/stable/2984065",1951
27,3287560.3287594,US Congress,42 U,S.C. §3601 ff.: Fair Housing Act. https://www.justice.go v/crt/fair-housing-act-2,1968
28,3287560.3287594,US Congress,-10,15 U.S.C. §1691 ff.: Equal Credit Opportunity Act. https:// www.ecfr.gov/cgi-bin/text-idx?tpl=/ecfrbrowse/Title12/12cfr202_main_02.tpl,1974
29,3287560.3287594,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez Rodriguez, and Krishna P Gummadi","Fairness Constraints: Mechanisms for Fair Classification, In Proceedings of the 20th International Conference on Artificial Intelligence and Statistics","Proceedings of Machine Learning Research 54, 962–970. arXiv:1507.05259",2017
30,3287560.3287594,Yan Zhang,-01,"Assessing Fair Lending Risks Using Race/Ethnicity Proxies. Management Science 64, 1 (2016-01), 178–197. https://doi.org/10.1287/mnsc.2016. classification. (2015). arXiv:1505.05723",2016
0,3287560.3287590,"Mohamed Abouelenien, Veronica Pérez-Rosas, Rada Mihalcea, and Mihai Burzo",Deception detection using a multimodal approach,In Proceedings of ICMI,2014
1,3287560.3287590,"Leman Akoglu, Rishi Chandy, and Christos Faloutsos",Opinion Fraud Detection in Online Reviews by Network Effects,In Proceedings of ICWSM,2013
2,3287560.3287590,Hunt Allcott and Matthew Gentzkow,Social media and fake news in the 2016 election,"Journal of Economic Perspectives 31, 2 (2017), 211–236",2017
3,3287560.3287590,W Ross Ashby,An introduction to cybernetics,(1957),1957
4,3287560.3287590,James O Berger,Statistical decision theory and Bayesian analysis,Springer Science & Business Media,2013
